idx,y_pred
39,0.18851362
41,0.18851362
43,0.18851362
45,0.18851362
55,0.18851362
56,0.18851362
73,0.18851362
85,0.18851362
86,0.18851362
97,0.18851362
98,0.18851362
101,0.18851362
112,0.18851362
117,0.18851362
121,0.18851362
137,0.18851362
148,0.18851362
154,0.18851362
162,0.18851362
165,0.18851362
174,0.18851362
176,0.18851362
181,0.18851362
184,0.18851362
199,0.18851362
206,0.18851362
216,0.18851362
221,0.18851362
226,0.18851362
227,0.18851362
230,0.18851362
234,0.18851362
256,0.18851362
260,0.18851362
269,0.18851362
282,0.18851362
286,0.18851362
300,0.18851362
304,0.18851362
310,0.18851362
318,0.18851362
319,0.18851362
322,0.18851362
329,0.18851362
332,0.18851362
342,0.18851362
364,0.18851362
377,0.18851362
385,0.18851362
388,0.18851362
397,0.18851362
398,0.18851362
403,0.18851362
405,0.18851362
408,0.18851362
410,0.18851362
413,0.18851362
417,0.18851362
420,0.18851362
422,0.18851362
423,0.18851362
426,0.18851362
432,0.18851362
436,0.18851362
443,0.18851362
454,0.18851362
455,0.18851362
461,0.18851362
467,0.18851362
468,0.18851362
474,0.18851362
477,0.18851362
478,0.18851362
486,0.18851362
489,0.18851362
490,0.18851362
495,0.18851362
499,0.18851362
510,0.18851362
511,0.18851362
515,0.18851362
518,0.18851362
519,0.18851362
533,0.18851362
548,0.18851362
564,0.18851362
582,0.18851362
584,0.18851362
592,0.18851362
593,0.18851362
595,0.18851362
596,0.18851362
598,0.18851362
600,0.18851362
605,0.18851362
609,0.18851362
611,0.18851362
613,0.18851362
623,0.18851362
626,0.18851362
627,0.18851362
631,0.18851362
644,0.18851362
652,0.18851362
662,0.18851362
666,0.18851362
668,0.18851362
672,0.18851362
674,0.18851362
675,0.18851362
677,0.18851362
679,0.18851362
682,0.18851362
691,0.18851362
698,0.18851362
702,0.18851362
711,0.18851362
714,0.18851362
716,0.18851362
717,0.18851362
718,0.18851362
722,0.18851362
735,0.18851362
738,0.18851362
747,0.18851362
748,0.18851362
749,0.18851362
750,0.18851362
759,0.18851362
763,0.18851362
770,0.18851362
774,0.18851362
790,0.18851362
792,0.18851362
795,0.18851362
797,0.18851362
804,0.18851362
809,0.18851362
813,0.18851362
821,0.18851362
831,0.18851362
844,0.18851362
846,0.18851362
850,0.18851362
853,0.18851362
856,0.18851362
862,0.18851362
869,0.18851362
874,0.18851362
881,0.18851362
882,0.18851362
891,0.18851362
897,0.18851362
906,0.18851362
911,0.18851362
918,0.18851362
920,0.18851362
922,0.18851362
923,0.18851362
938,0.18851362
942,0.18851362
947,0.18851362
957,0.18851362
966,0.18851362
972,0.18851362
980,0.18851362
981,0.18851362
983,0.18851362
988,0.18851362
990,0.18851362
992,0.18851362
997,0.18851362
1001,0.18851362
1003,0.18851362
1024,0.18851362
1031,0.18851362
