idx,y_pred
39,0.22544992
41,0.26796547
43,0.26796547
45,0.24164605
55,0.26796547
56,0.25072166
73,0.1415426
85,0.26796547
86,0.26796547
97,0.26796547
98,0.26796547
101,0.24801359
112,0.08051809
117,0.25670815
121,0.26796547
137,0.21492767
148,0.16431776
154,0.22723073
162,0.24443446
165,0.0066719544
174,0.26796547
176,0.22300163
181,0.22283912
184,0.21426976
199,0.13556363
206,0.26796547
216,0.22673377
221,0.26796547
226,0.17837897
227,0.26796547
230,0.20378336
234,0.18045157
256,0.24955663
260,0.25371796
269,0.23131812
282,0.07894696
286,0.21429725
300,0.18564054
304,0.26796547
310,0.25713113
318,0.15018892
319,0.26796547
322,0.26796547
329,0.26796547
332,0.1261643
342,0.26796547
364,0.21016204
377,0.11023506
385,0.26796547
388,0.17260057
397,0.22626656
398,0.09673073
403,0.20168552
405,0.26796547
408,0.060901217
410,0.26796547
413,0.08614197
417,0.26796547
420,0.26796547
422,0.23408481
423,0.15974416
426,0.17761323
432,0.24655315
436,0.19959266
443,0.18157388
454,0.15916751
455,0.19782509
461,0.13417026
467,0.21286455
468,0.2578491
474,0.2275845
477,0.23617563
478,0.10510823
486,0.24911736
489,0.26796547
490,0.23274136
495,0.22696786
499,0.26796547
510,0.22086525
511,0.20175458
515,0.13747297
518,0.23188424
519,0.24641426
533,0.24091955
548,0.2065005
564,0.19337584
582,0.22929698
584,0.26796547
592,0.26796547
593,0.17589132
595,0.22383578
596,0.23052946
598,0.26796547
600,0.21639822
605,0.20394391
609,0.21178263
611,0.26085654
613,0.20435697
623,0.12538166
626,0.13414364
627,0.26796547
631,0.26796547
644,0.26796547
652,0.26796547
662,0.26796547
666,0.19454902
668,0.26796547
672,0.050045546
674,0.25452536
675,0.04220328
677,0.22820713
679,0.2087592
682,0.21303867
691,0.17574653
698,0.17986882
702,0.22041644
711,0.2123873
714,0.00041330524
716,0.24140806
717,0.20690592
718,0.22718714
722,0.10114905
735,0.18845874
738,0.20589483
747,0.23830841
748,0.25514823
749,0.22789134
750,0.21289581
759,0.26796547
763,0.22026253
770,0.24611184
774,0.19985323
790,0.120386876
792,0.24106818
795,0.24801895
797,0.21623537
804,0.26796547
809,0.26796547
813,0.26796547
821,0.18357034
831,0.19348997
844,0.23420307
846,0.26796547
850,0.21508032
853,0.1821575
856,0.1989598
862,0.26796547
869,0.19195138
874,0.26796547
881,0.26796547
882,0.26132834
891,0.2336783
897,0.26796547
906,0.19138078
911,0.13865602
918,0.26796547
920,0.2603786
922,0.2371522
923,0.23393336
938,0.26796547
942,0.26796547
947,0.24807703
957,0.18337467
966,0.11661086
972,0.096921936
980,0.13798839
981,0.26796547
983,0.25606638
988,0.26796547
990,0.26796547
992,0.11411332
997,0.099124506
1001,0.24818403
1003,0.1317571
1024,0.19920187
1031,0.16602243
1032,0.26796547
1042,0.2605579
1043,0.26796547
1044,0.07505927
1050,0.21362747
1052,0.14512233
1053,0.1701599
1056,0.23260514
1072,0.24222675
1077,0.26796547
1078,0.26796547
1083,0.05789231
1088,0.230253
1093,0.26796547
1099,0.18773562
1106,0.24640992
1109,0.08669355
1110,0.26796547
1113,0.1810776
1121,0.19258192
1125,0.14003174
1132,0.19382928
1136,0.19473484
1139,0.26796547
1140,0.25379086
1155,0.26796547
1156,0.13061276
1171,0.1593286
1174,0.26796547
1175,0.26796547
1178,0.22657855
1181,0.08122562
1203,0.24260545
1205,0.26796547
1216,0.26796547
1217,0.26796547
1227,0.25448072
1230,0.26796547
1233,0.26796547
1234,0.16474001
1237,0.16397034
1245,0.23349303
1260,0.20278348
1265,0.18644845
1268,0.19186355
1272,0.19113149
1276,0.1922131
1277,0.20109457
1287,0.13844894
1291,0.26796547
1302,0.17300273
1307,0.0602808
1308,0.26796547
1322,0.26796547
1325,0.26796547
1326,0.24010916
1327,0.25826308
1334,0.225972
1340,0.1719821
1344,0.26796547
1347,0.16443905
1349,0.26796547
1353,0.1916317
1356,0.15857962
1357,0.13784847
1358,0.26796547
1359,0.2030297
1366,0.18310751
1367,0.2433253
1368,0.26796547
1371,0.14486718
1376,0.1620075
1377,0.24212451
1380,0.13283183
1389,0.14034338
1397,0.26796547
1398,0.26796547
1406,0.20261692
1412,0.25215825
1416,0.17415184
1426,0.26796547
1436,0.24400087
1440,0.16695446
1447,0.17655745
1448,0.1861759
1478,0.21394855
1480,0.24474718
1486,0.26796547
1506,0.26796547
1509,0.2661408
1515,0.23876134
1516,0.2575149
1521,0.2265355
1533,0.24786863
1547,0.19558774
1551,0.19471867
1552,0.26796547
1565,0.26796547
1568,0.22908464
1570,0.13938399
1576,0.26796547
1577,0.26796547
1583,0.15241808
1585,0.21474193
1592,0.15368766
1604,0.23904857
1612,0.26796547
1614,0.26796547
1619,0.12454916
1630,0.26796547
1653,0.23930691
1669,0.2408085
1676,0.11698367
1680,0.26796547
1686,0.16964173
1687,0.13995004
1688,0.26796547
1704,0.15106827
1714,0.24024713
1717,0.26796547
1719,0.23557568
1721,0.26796547
1726,0.12212806
1729,0.26796547
1731,0.12774073
1732,0.26796547
1758,0.14254817
1760,0.26796547
1761,0.21711276
1762,0.13543674
1767,0.2432094
1771,0.20780087
1778,0.26796547
1784,0.26796547
1790,0.20918612
1797,0.12260483
1798,0.26796547
1800,0.23480308
1802,0.24137196
1806,0.26796547
1819,0.08499388
1820,0.2025426
1821,0.17108563
1825,0.21948606
1829,0.19076093
1834,0.17616956
1840,0.26796547
1861,0.18011868
1880,0.15159431
1888,0.22008169
1901,0.26796547
1902,0.1488778
1911,0.26796547
1920,0.26796547
1926,0.15502399
1943,0.2504647
1949,0.21393588
1959,0.26796547
1970,0.0780514
1974,0.14856125
1978,0.07491734
1984,0.26796547
1997,0.24432018
2005,0.26796547
2007,0.21625507
2011,0.18562582
2012,0.22838853
2013,0.25097188
2024,0.23424299
2026,0.26796547
2029,0.26796547
2040,0.12297692
2042,0.21683632
2046,0.17539425
2052,0.14162624
2055,0.26796547
2062,0.12581828
2065,0.23184179
2089,0.035878565
2095,0.0
2100,0.060076106
2101,0.23167843
2102,0.21350484
2104,0.26796547
2108,0.19039096
2115,0.26442072
2124,0.14251296
2125,0.1042617
2128,0.20947263
2148,0.25482824
2153,0.19375353
2154,0.21926478
2162,0.20811857
2165,0.21265
2169,0.15099289
2176,0.05862206
2186,0.26796547
2190,0.23168056
2193,0.22860852
2199,0.2149708
2207,0.26796547
2208,0.24066481
2231,0.26388064
2238,0.23139986
2241,0.26796547
2248,0.26796547
2250,0.19436285
2260,0.2427805
2271,0.23708655
2277,0.18882567
2282,0.26748046
2293,0.22600968
2301,0.2484637
2313,0.14011997
2334,0.15852706
2341,0.15653002
2345,0.13658106
2349,0.26796547
2352,0.26796547
2360,0.26796547
2368,0.26796547
2381,0.24671295
2386,0.22463658
2393,0.26796547
2398,0.26796547
2410,0.22502767
2411,0.23044619
2416,0.19815835
2418,0.17871638
2427,0.25376025
2428,0.1977284
2445,0.21874005
2456,0.26796547
2473,0.26796547
2485,0.16887875
2488,0.26796547
2492,0.2420557
2494,0.24513915
2499,0.25715482
2504,0.123044856
2506,0.2654023
2509,0.23514259
2516,0.26796547
2523,0.09359689
2527,0.21599102
2538,0.22326386
2551,0.26796547
2564,0.1943602
2567,0.23995718
2589,0.18704912
2609,0.26796547
2614,0.19858404
2623,0.17117909
2625,0.18109506
2635,0.16925594
2640,0.26796547
2641,0.26796547
2648,0.26796547
2652,0.19892704
2658,0.2316987
2664,0.21529335
2670,0.12550236
2676,0.25512126
2678,0.26796547
2689,0.26796547
2699,0.225224
2702,0.021681855
2713,0.13688113
2715,0.23545164
2722,0.26796547
2724,0.2185962
2728,0.21128684
2729,0.2624393
2735,0.23615177
2744,0.22388628
2762,0.2518104
2765,0.05677296
2770,0.20694625
2772,0.14907028
2775,0.17452712
2787,0.1797572
2804,0.26796547
2807,0.14975533
2819,0.20988661
2857,0.2550913
2876,0.26796547
2882,0.17529498
2885,0.22745913
2888,0.2419093
2890,0.26796547
2891,0.18459892
2897,0.26796547
2900,0.16908813
2910,0.26796547
2914,0.15144363
2941,0.23478489
2965,0.2459718
2966,0.24976803
2970,0.26796547
2978,0.26796547
2982,0.2509149
2990,0.26796547
2994,0.19051933
2999,0.19208857
3002,0.26796547
3008,0.14490852
3012,0.21440937
3015,0.13118242
3018,0.26796547
3036,0.2061095
3042,0.1402953
3043,0.23869489
3056,0.23370704
3059,0.2568219
3065,0.14246674
3069,0.17112136
3075,0.18343654
3076,0.2527965
3083,0.13553874
3086,0.26796547
3088,0.21016544
3098,0.23374638
3099,0.22822687
3107,0.23613968
3114,0.13581538
3118,0.26796547
3120,0.23797402
3121,0.24267717
3128,0.26125968
3147,0.12135848
3151,0.18116018
3154,0.07058829
3157,0.13011938
3159,0.26796547
3163,0.16947386
3168,0.26796547
3171,0.17419948
3179,0.26796547
3195,0.07778241
3199,0.0955659
3203,0.11553265
3204,0.22936739
3206,0.17968856
3208,0.105986826
3210,0.16806652
3211,0.23618026
3221,0.2618537
3229,0.2069773
3235,0.24999884
3237,0.18248378
3240,0.26796547
3250,0.22764345
3258,0.16327864
3261,0.059163492
3263,0.1895108
3272,0.26796547
3273,0.23440519
3275,0.26796547
3279,0.26796547
3282,0.24931765
3283,0.22819507
3298,0.20855844
3300,0.26796547
3306,0.26796547
3308,0.26356426
3315,0.26796547
3320,0.26796547
3341,0.26796547
3343,0.24242873
3346,0.12718123
3349,0.11990921
3362,0.19823125
3364,0.25094578
3382,0.2196996
3384,0.25201553
3391,0.053063806
3396,0.16179864
3407,0.2054916
3424,0.253245
3431,0.24817915
3432,0.26796547
3433,0.20376647
3445,0.23849906
3454,0.21776912
3460,0.18908058
3468,0.09469678
3473,0.26796547
3476,0.07070377
3479,0.17298175
3494,0.26796547
3498,0.26796547
3507,0.26796547
3512,0.19396594
3519,0.23234998
3531,0.005325445
3532,0.19647442
3535,0.17835744
3547,0.1541679
3548,0.26796547
3554,0.26796547
3555,0.24977005
3562,0.011530895
3564,0.11611505
3565,0.17031178
3576,0.13244496
3584,0.17494819
3590,0.22344893
3592,0.104120195
3593,0.26796547
3597,0.2509772
3601,0.2453125
3603,0.09690691
3605,0.18139367
3613,0.19140433
3615,0.1999676
3627,0.26796547
3635,0.13765801
3639,0.14261575
3643,0.26796547
3653,0.22209407
3657,0.26796547
3661,0.26796547
3662,0.23848315
3666,0.25030848
3668,0.212877
3691,0.26796547
3692,0.13678569
3697,0.22051841
3700,0.20983966
3706,0.1876963
3713,0.22618139
3714,0.26796547
3717,0.26796547
3718,0.24501316
3731,0.16466406
3736,0.26796547
3750,0.16665272
3765,0.1276954
3776,0.22972757
3777,0.26796547
3778,0.1288726
3782,0.26796547
3784,0.23918474
3785,0.26796547
3786,0.16422443
3791,0.26796547
3796,0.26796547
3797,0.2108775
3798,0.26796547
3799,0.06968992
3800,0.26796547
3808,0.26796547
3818,0.16825812
3823,0.2543571
3829,0.24107538
3833,0.26796547
3834,0.26796547
3835,0.22077678
3841,0.17669725
3843,0.24305831
3854,0.20228222
3856,0.2283663
3859,0.26796547
3864,0.09384014
3876,0.26796547
3885,0.19307315
3892,0.26796547
3901,0.19978674
3908,0.1678359
3911,0.20606524
3914,0.17434779
3937,0.07185998
3940,0.2297867
3955,0.26796547
3962,0.08814573
3968,0.26796547
3973,0.26796547
3974,0.19866993
3981,0.088645495
3982,0.26796547
3988,0.109670386
3989,0.06981849
3992,0.26796547
3998,0.20702828
4003,0.1931855
4006,0.26796547
4010,0.26796547
4011,0.25033855
4013,0.26796547
4026,0.2376952
4031,0.26796547
4035,0.13059215
4038,0.23905118
4040,0.19865602
4046,0.19713518
4048,0.24222653
4052,0.15549779
4053,0.101453
4056,0.19829884
4058,0.26796547
4067,0.26796547
4069,0.12842447
4084,0.26796547
4097,0.20430627
4098,0.19738601
4099,0.26796547
4100,0.26796547
4105,0.26796547
4112,0.23606616
4116,0.14907508
4131,0.21191613
4132,0.11587795
4136,0.21997483
4138,0.19624066
4139,0.26796547
4148,0.17746034
4149,0.057127774
4155,0.24674898
4159,0.050282173
4160,0.11117127
4161,0.20788333
4164,0.26796547
4184,0.1494526
4188,0.14003396
4191,0.25291133
4194,0.22425897
4200,0.26796547
4203,0.2540187
4210,0.23203558
4212,0.18973705
4223,0.20316409
4240,0.11711042
4251,0.2205372
4256,0.17633416
4257,0.21659291
4259,0.2280081
4260,0.26796547
4261,0.25465342
4263,0.26796547
4265,0.25136906
4273,0.1598613
4274,0.20393866
4280,0.14725831
4281,0.26796547
4282,0.26796547
4284,0.26796547
4296,0.20254907
4305,0.19737239
4313,0.07706687
4344,0.15691479
4350,0.2563048
4360,0.26796547
4366,0.26796547
4372,0.20820946
4377,0.26796547
4379,0.26796547
4380,0.26796547
4383,0.13760357
4386,0.10529698
4390,0.26796547
4391,0.26796547
4393,0.26796547
4406,0.2561532
4407,0.26796547
4422,0.26796547
4433,0.26796547
4435,0.26796547
4461,0.21181649
4462,0.23325658
4476,0.11661688
4478,0.22564003
4480,0.26796547
4486,0.26796547
4490,0.19146201
4507,0.24538891
4511,0.22171937
4515,0.1969904
4520,0.1495011
4527,0.20705652
4528,0.059265472
4539,0.18417469
4541,0.09506008
4550,0.26796547
4552,0.26441333
4556,0.26796547
4564,0.25502607
4582,0.14688045
4589,0.25127515
4590,0.26796547
4604,0.26796547
4615,0.23226443
4619,0.26796547
4623,0.26796547
4624,0.25322235
4631,0.25719714
4640,0.22317879
4641,0.26796547
4646,0.05697254
4649,0.13241954
4654,0.14736639
4664,0.24865527
4676,0.2276058
4694,0.26010674
4697,0.12938818
4698,0.2149779
4730,0.24287221
4734,0.26796547
4737,0.26796547
4743,0.0874301
4748,0.26796547
4752,0.18589307
4758,0.26796547
4779,0.14881171
4788,0.21550986
4798,0.18206327
4807,0.12663363
4816,0.26796547
4819,0.22152138
4822,0.26796547
4823,0.22738494
4825,0.26796547
4851,0.26796547
4852,0.24046634
4856,0.10465747
4873,0.18571788
4894,0.26796547
4901,0.21494198
4903,0.23233426
4905,0.15681711
4909,0.19612692
4910,0.26796547
4913,0.24052188
4914,0.26796547
4916,0.23462991
4917,0.26796547
4918,0.11050274
4928,0.26796547
4935,0.22009338
4937,0.2524185
4939,0.17048334
4942,0.21589108
4949,0.22841237
4954,0.20786548
4958,0.1233785
4969,0.17609234
4986,0.16092394
4990,0.04122973
5000,0.2156057
5009,0.2553491
5011,0.13732345
5017,0.09034269
5019,0.1144596
5027,0.26796547
5035,0.048324715
5038,0.23101239
5040,0.26796547
5043,0.26796547
5044,0.19581193
5045,0.153948
5054,0.21311048
5056,0.19022669
5072,0.16854104
5074,0.26796547
5082,0.21824476
5100,0.26796547
5104,0.032791916
5112,0.2553014
5114,0.2590065
5115,0.18424322
5119,0.26796547
5120,0.24116401
5122,0.1289529
5131,0.07214339
5132,0.26796547
5136,0.16112398
5137,0.18310137
5150,0.14705002
5151,0.18626004
5154,0.16238798
5161,0.1295244
5165,0.26343915
5176,0.19797035
5181,0.26796547
5184,0.057707
5206,0.05607847
5207,0.26796547
5210,0.26796547
5212,0.26796547
5219,0.24285084
5223,0.2575117
5230,0.16325736
5244,0.26796547
5246,0.13579822
5252,0.26796547
5256,0.106732465
5269,0.24515125
5275,0.26796547
5284,0.19837496
5292,0.26796547
5293,0.26796547
5306,0.07029123
5307,0.26796547
5327,0.18646333
5330,0.26796547
5337,0.22779071
5339,0.26796547
5346,0.2546574
5348,0.2545913
5356,0.26796547
5367,0.16565639
5380,0.12979043
5407,0.26796547
5409,0.21597877
5410,0.053621277
5417,0.26796547
5419,0.2178656
5420,0.26796547
5421,0.15385091
5423,0.26796547
5433,0.26796547
5434,0.26796547
5438,0.17533313
5440,0.26796547
5443,0.2024872
5447,0.26796547
5452,0.17209022
5460,0.26796547
5467,0.11316666
5468,0.18157731
5480,0.10464657
5485,0.14152385
5488,0.22442049
5494,0.26796547
5508,0.26796547
5520,0.26796547
5522,0.24774587
5535,0.21714789
5538,0.14338282
5542,0.26796547
5553,0.26796547
5567,0.22102527
5569,0.25542372
5574,0.18174101
5585,0.16076948
5589,0.22452521
5608,0.13123685
5612,0.1709065
5632,0.196239
5634,0.23078844
5642,0.26796547
5669,0.09958989
5674,0.24692084
5684,0.21190423
5693,0.26796547
5714,0.26796547
5716,0.26796547
5725,0.2397335
5732,0.16107401
5734,0.15752935
5741,0.24501221
5760,0.2548273
5777,0.21697463
5782,0.029127885
5789,0.26796547
5798,0.2530841
5820,0.23051502
5821,0.26796547
5825,0.2275738
5862,0.26796547
5864,0.1572376
5869,0.20508055
5873,0.18328595
5882,0.08057491
5894,0.26796547
5895,0.20450789
5897,0.1521475
5905,0.25413534
5906,0.26796547
5910,0.052794147
5916,0.26437104
5928,0.26796547
5931,0.25626773
5941,0.26796547
5952,0.26796547
5956,0.15906073
5969,0.24802567
5972,0.26796547
5981,0.23033708
5984,0.26796547
5987,0.26796547
5990,0.23925824
5994,0.2582183
5997,0.051696282
6001,0.23802912
6007,0.25108692
6010,0.1273768
6013,0.26796547
6017,0.26796547
6031,0.20100835
6035,0.2162288
6036,0.24111807
6038,0.07271162
6039,0.22869006
6040,0.2222593
6044,0.26796547
6050,0.18282081
6052,0.2075113
6056,0.2515992
6058,0.16966414
6059,0.103339255
6062,0.26796547
6066,0.2382142
6074,0.15743725
6095,0.26796547
6112,0.14579003
6114,0.26796547
6123,0.26796547
6127,0.26741856
6137,0.2396995
6138,0.20231584
6146,0.19696103
6154,0.26749673
6157,0.26796547
6158,0.24604262
6160,0.11383
6161,0.20429008
6165,0.1385173
6171,0.26796547
6173,0.071973436
6181,0.24195103
6188,0.24998055
6203,0.22461869
6208,0.26796547
6209,0.26796547
6213,0.26796547
6220,0.19321375
6226,0.25305745
6233,0.18036902
6236,0.26796547
6241,0.26796547
6250,0.24155691
6253,0.18499964
6254,0.22816639
6266,0.16742073
6272,0.26796547
6274,0.23648156
6277,0.23387834
6279,0.21659525
6290,0.26796547
6291,0.26796547
6292,0.10436477
6307,0.1608654
6318,0.18741265
6320,0.16576672
6327,0.23266599
6328,0.26796547
6329,0.26796547
6344,0.1499814
6353,0.1594139
6354,0.121691376
6357,0.2511509
6358,0.26796547
6360,0.23591617
6374,0.17675102
6383,0.12590145
6384,0.2489647
6388,0.24829894
6396,0.26796547
6404,0.26796547
6414,0.025369022
6419,0.26796547
6424,1.861649e-05
6425,0.17284489
6431,0.26796547
6439,0.26796547
6440,0.2538813
6449,0.26796547
6452,0.23321
6455,0.17186631
6465,0.2626357
6466,0.1721604
6485,0.26796547
6489,0.26796547
6490,0.26796547
6501,0.26796547
6530,0.09673346
6546,0.18412356
6552,0.06437831
